Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,paper_id,title,citation_count,author_names,author_ids,orignal_paper_id,author_count,unique_author_ids
0,0,9593,30b86960827597ab5509c575450953959dad1b54,Hierarchical Information Clustering by Means of Topologically Embedded Graphs,3549,"['Won-Min Song', 'T. D. Matteo', 'T. Aste']","['2288898018', '8903071', '2240098648']",2a005868b79511cf8c924cd5990e2497527a0527,3,True
1,1,9290,7fb27e0123ca907b55b8ef57afa1612731eba034,Defining and evaluating network communities based on ground-truth,2024,"['Jaewon Yang', 'J. Leskovec']","['32073252', '1702139']",2a005868b79511cf8c924cd5990e2497527a0527,2,True
2,2,6256,464aa76bf0affe892b046dcdfad42a344b750fa0,Community detection in networks: A user guide,1658,"['S. Fortunato', 'Darko Hric']","['2390078', '3334430']",2a005868b79511cf8c924cd5990e2497527a0527,2,True
3,5,9480,0b7a6c13d935aa79cd12b174725680be1a25883b,Networks formed from interdependent networks,978,"['Jianxi Gao', 'S. Buldyrev', 'H. Stanley', 'S. Havlin']","['2249889430', '2850031', '40191926', '2713727']",2a005868b79511cf8c924cd5990e2497527a0527,4,True
5,7,6305,f1681a359b623f69aecfc0270238b8200cc375e3,Vital nodes identification in complex networks,960,"['Linyuan Lu', 'Duanbing Chen', 'Xiaolong Ren', 'Qian-Ming Zhang', 'Yi-Cheng Zhang', 'Tao Zhou']","['34419615', '145838630', '2400681', '2267331369', '145140737', '3006776']",2a005868b79511cf8c924cd5990e2497527a0527,6,True
6,8,8856,d2eba33fa43e040158ce7aee9f0430b1224fb7ea,Overlapping community detection at scale: a nonnegative matrix factorization approach,858,"['Jaewon Yang', 'J. Leskovec']","['32073252', '1702139']",2a005868b79511cf8c924cd5990e2497527a0527,2,True
7,9,8297,d1bd08e6a77340b54dfe93442be3a74867380a37,Community Detection in Networks with Node Attributes,806,"['Jaewon Yang', 'Julian McAuley', 'J. Leskovec']","['35660011', '32073252', '1702139']",2a005868b79511cf8c924cd5990e2497527a0527,3,True
8,12,6169,3a8c034d112bce3499cbdcf64dab710d4cbc0df3,Statistical physics of vaccination,779,"['Zhen Wang', 'C. Bauch', 'S. Bhattacharyya', 'A. d’Onofrio', 'P. Manfredi', 'M. Perc', 'N. Perra', 'M. Salathé', 'Dawei Zhao']","['1826736', '73774143', '2118453203', '145045917', '1400712874', '144927645', '27218619', '2736592', '3046313']",2a005868b79511cf8c924cd5990e2497527a0527,9,True
9,14,9044,687370b408ceaaf5906fe1bb1ed58f99a38659e8,Structure and dynamics of molecular networks: A novel paradigm of drug discovery. A comprehensive review,769,"['P. Csermely', 'T. Korcsmáros', 'Huba J. M. Kiss', 'G. London', 'R. Nussinov']","['2961601', '2225307', '2040654', '1805230', '49941003']",2a005868b79511cf8c924cd5990e2497527a0527,5,True
11,17,9377,7999b1b449fe6c9e2dcec0d05b6433407ec9aa9c,Consensus clustering in complex networks,736,"['Andrea Lancichinetti', 'S. Fortunato']","['3334430', '2254625']",2a005868b79511cf8c924cd5990e2497527a0527,2,True
12,18,9479,aeb923944b70ae924718dc3ac48aeaef7f68f5ad,"Communities, modules and large-scale structure in networks",732,['M. Newman'],['152618356'],2a005868b79511cf8c924cd5990e2497527a0527,1,True
13,19,6810,3d09e69708be9b748cf7bc1b3b59f48ab4b7e4ed,The Kuramoto model in complex networks,717,"['F. Rodrigues', 'Thomas K. D. M. Peron', 'Peng Ji', 'J. Kurths']","['143842718', '50065500', '2224467', '144870536']",2a005868b79511cf8c924cd5990e2497527a0527,4,True
14,20,9991,4e108f9eefc36525e121c236234d9658c7aa9bbe,Social Structure of Facebook Networks,706,"['Amanda L. Traud', 'P. Mucha', 'M. Porter']","['2427212', '2554498', '1794748']",2a005868b79511cf8c924cd5990e2497527a0527,3,True
16,27,7913,b95757b5e73506d571a3dcf7bacbe14be1f5d5e4,Human symptoms–disease network,510,"['Xuezhong Zhou', 'Jörg Menche', 'A. Barabási', 'Amitabh Sharma']","['1745069', '48954976', '3315164', '4363150']",2a005868b79511cf8c924cd5990e2497527a0527,4,True
17,30,9783,d4d9eb25acc7d62c02c83f2cea3fb2af3e388dd4,Limits of modularity maximization in community detection,423,"['Andrea Lancichinetti', 'S. Fortunato']","['3334430', '2254625']",2a005868b79511cf8c924cd5990e2497527a0527,2,True
20,36,9907,6dcaa7ab6b44b85a88407954556f1723d6004fea,An efficient and principled method for detecting communities in networks,382,"['B. Ball', 'B. Karrer', 'M. Newman']","['2056841242', '152618356', '2796576']",2a005868b79511cf8c924cd5990e2497527a0527,3,True
21,41,7485,d33e6a8c2a7b32a918a097e24b6765a636fa4dff,Percolation transition in dynamical traffic network with evolving critical bottlenecks,356,"['Daqing Li', 'Bowen Fu', 'Yunpeng Wang', 'G. Lu', 'Y. Berezin', 'H. Stanley', 'S. Havlin']","['47903840', '2055123', '2249891404', '11549943', '2075409603', '40191926', '31459383']",2a005868b79511cf8c924cd5990e2497527a0527,7,True
22,43,9421,076c1e125ac54cc03b7d964ccc318db53c59ff1c,Core-Periphery Structure in Networks,353,"['M. P. Rombach', 'M. Porter', 'J. Fowler', 'P. Mucha']","['2554498', '38247697', '1794748', '2016371']",2a005868b79511cf8c924cd5990e2497527a0527,4,True
23,44,7239,c34100e8284c6bdf053155d0d346fb756c761355,Defining and identifying Sleeping Beauties in science,348,"['Qing Ke', 'Emilio Ferrara', 'F. Radicchi', 'A. Flammini']","['1769960', '48898287', '2066160611', '1730465']",2a005868b79511cf8c924cd5990e2497527a0527,4,True
25,47,8390,41ae5e5860ab27e95e9a8e9dd2dabc5a4815b6f0,Hierarchical block structures and high-resolution model selection in large networks,342,['Tiago P. Peixoto'],['2101664'],2a005868b79511cf8c924cd5990e2497527a0527,1,True
26,50,8686,bbabb49bf3f8a35fb404f0a95cbea85241d83d3c,Memory in network flows and its effects on spreading dynamics and community detection,336,"['M. Rosvall', 'A. Esquivel', 'Andrea Lancichinetti', 'Jevin D. West', 'R. Lambiotte']","['2002036', '2254625', '1706831', '38906978', '2495196']",2a005868b79511cf8c924cd5990e2497527a0527,5,True
27,51,9996,3bf478c46f742428f4e74cacdaddf77e42cd6fde,A small world of weak ties provides optimal global integration of self-similar modules in functional brain networks,336,"['L. Gallos', 'H. Makse', 'M. Sigman']","['2100043776', '1976281', '2337765']",2a005868b79511cf8c924cd5990e2497527a0527,3,True
29,57,8145,1753c2dc85cc40e0a2e8b4a405c1690eab066d8d,FENNEL: streaming graph partitioning for massive scale graphs,322,"['Charalampos E. Tsourakakis', 'C. Gkantsidis', 'B. Radunovic', 'M. Vojnović']","['2903620', '1782150', '2023899', '2757057']",2a005868b79511cf8c924cd5990e2497527a0527,4,True
30,58,5198,b6b4fa41b870b32bc6634bebb4b22777e33a4ebe,"Complex Networks: Principles, Methods and Applications",315,"['V. Latora', 'V. Nicosia', 'G. Russo']","['145724348', '1795135', '40350624']",2a005868b79511cf8c924cd5990e2497527a0527,3,True
31,59,7340,ac4cd45817025cd41872b494d59d39f0f0bd5562,A DIseAse MOdule Detection (DIAMOnD) Algorithm Derived from a Systematic Analysis of Connectivity Patterns of Disease Proteins in the Human Interactome,312,"['S. Ghiassian', 'Jörg Menche', 'A. Barabási']","['1745069', '3315164', '5729195']",2a005868b79511cf8c924cd5990e2497527a0527,3,True
32,61,9724,85701336890b11947d0c97f18c5682d8112fd17e,Generalized Louvain method for community detection in large networks,301,"['P. D. Meo', 'Emilio Ferrara', 'G. Fiumara', 'A. Provetti']","['1785816', '48898287', '1709372', '1777572']",2a005868b79511cf8c924cd5990e2497527a0527,4,True
33,64,8465,232edced63eb01545cdad3aae37021ad8e9f949a,Universality in network dynamics,296,"['B. Barzel', 'A. Barabási']","['1745069', '2073362']",2a005868b79511cf8c924cd5990e2497527a0527,2,True
34,66,5128,4d5f4879ad3778ba4d62c69887d5be7076fc594a,The science of science: from the perspective of complex systems,288,"['A. Zeng', 'Zhesi Shen', 'Jianlin Zhou', 'Jinshan Wu', 'Ying Fan', 'Yougui Wang', 'H. Stanley']","['3750883', '2115725204', '144986891', '145818584', '2109246428', '3331020', '2249889430']",2a005868b79511cf8c924cd5990e2497527a0527,7,True
35,67,8930,ab50e6f82dc5029a256800a46b4f61eb4d65f7f0,Community-Affiliation Graph Model for Overlapping Network Community Detection,282,"['Jaewon Yang', 'J. Leskovec']","['32073252', '1702139']",2a005868b79511cf8c924cd5990e2497527a0527,2,True
36,68,5803,e4736a1826d6574068aa0a225a5a31f5311c1954,Understanding Tissue-Specific Gene Regulation,281,"['Abhijeet R. Sonawane', 'John Platig', 'M. Fagny', 'Cho-Yi Chen', 'J. Paulson', 'C. Lopes-Ramos', 'D. Demeo', 'John Quackenbush', 'K. Glass', 'M. Kuijjer']","['1681524', '40392857', '6776217', '144101458', '49895565', '1940671', '3243384', '1401280657', '31718571', '1953574']",2a005868b79511cf8c924cd5990e2497527a0527,10,True
37,69,9325,b6ef0685afefc9fc0f70d6ee8191e61252177a34,Graph spectra and the detectability of community structure in networks,274,"['R. Nadakuditi', 'M. Newman']","['152618356', '1747154']",2a005868b79511cf8c924cd5990e2497527a0527,2,True
38,72,9713,c5a3889e8c5e91ac09c3ca06ae603772613ee828,It's who you know: graph mining using recursive structural features,262,"['Keith W. Henderson', 'Brian Gallagher', 'Lei Li', 'L. Akoglu', 'Tina Eliassi-Rad', 'Hanghang Tong', 'C. Faloutsos']","['8163721', '152223760', '1702392', '1397398770', '153701431', '143900005', '3255268']",2a005868b79511cf8c924cd5990e2497527a0527,7,True
39,74,7381,0d310219d7816b9d40e66fed447906573ba7c7ee,Spectrum of controlling and observing complex networks,256,"['Gang Yan', 'G. Tsekenis', 'B. Barzel', 'J. Slotine', 'Yang-Yu Liu', 'A. Barabási']","['1740591', '1745069', '47431006', '2130185771', '2073362', '50148140']",2a005868b79511cf8c924cd5990e2497527a0527,6,True
41,84,5257,68084a5db300e0fccbe7370247d021c0f767a6de,Information cascades in complex networks,225,"['M. Jalili', 'M. Perc']","['73774143', '145483397']",2a005868b79511cf8c924cd5990e2497527a0527,2,True
42,85,8106,119e38c79ea1f05481624f0ad2cd8ecf3e90282e,Measuring and modelling correlations in multiplex networks,224,"['V. Nicosia', 'V. Latora']","['145724348', '1795135']",2a005868b79511cf8c924cd5990e2497527a0527,2,True
43,89,9424,659c51dbd93d870ea120a2fc227c2f08bd2c6d7a,The life and death of online groups: predicting group growth and longevity,217,"['S. Kairam', 'Dan J. Wang', 'J. Leskovec']","['2572092', '40562854', '1702139']",2a005868b79511cf8c924cd5990e2497527a0527,3,True
44,97,8220,d96256e64c1052a096faabb6880d9a79fd01f3b7,Optimal network clustering for information diffusion,196,"['Azadeh Nematzadeh', 'Emilio Ferrara', 'A. Flammini', 'Yong-Yeol Ahn']","['48898287', '2477784', '36663090', '1769960']",2a005868b79511cf8c924cd5990e2497527a0527,4,True
45,99,8912,42557eb9c3a5b10c5cfb39d9113621f17fec9cf9,Parsimonious module inference in large networks.,193,['Tiago P. Peixoto'],['2101664'],2a005868b79511cf8c924cd5990e2497527a0527,1,True
46,101,7797,26573dc9627968ebdf8d531e18d029faa385e2b1,Identifying modular flows on multilayer networks reveals highly overlapping organization in social systems,191,"['M. Domenico', 'Andrea Lancichinetti', 'A. Arenas', 'M. Rosvall']","['8311574', '2002036', '116787621', '2254625']",2a005868b79511cf8c924cd5990e2497527a0527,4,True
47,103,5369,e00b3707885b94647619d66147dda40363fd090e,The shape of collaborations,189,"['Alice Patania', 'G. Petri', 'F. Vaccarino']","['118400138', '46298112', '6042194']",2a005868b79511cf8c924cd5990e2497527a0527,3,True
48,104,4391,5c54cc62ba69c63763b65c622a9512b338112b6f,Mitigating head motion artifact in functional connectivity MRI,189,"['R. Ciric', 'Adon F. G. Rosen', 'G. Erus', 'M. Cieslak', 'A. Adebimpe', 'P. Cook', 'D. Bassett', 'C. Davatzikos', 'D. Wolf', 'T. Satterthwaite']","['34259665', '6949460', '5314949', '35730504', '2264281', '2213003', '1740714', '3279805', '3355119', '33506831']",2a005868b79511cf8c924cd5990e2497527a0527,10,True
49,107,6546,9b9fcf23d27419f2a5f5c3c20fc606a4ae2f4753,Principles and Overview of Sampling Methods for Modeling Macromolecular Structure and Dynamics,186,"['T. Maximova', 'Ryan Moffatt', 'B. Ma', 'R. Nussinov', 'Amarda Shehu']","['1741056', '50107984', '2099704', '1805230', '145523484']",2a005868b79511cf8c924cd5990e2497527a0527,5,True
50,108,8562,8db56c2d1437485bee57cf733d5021a2251f7680,Spectral methods for network community detection and graph partitioning,184,['M. Newman'],['152618356'],2a005868b79511cf8c924cd5990e2497527a0527,1,True
51,110,9762,50826cc772247f79872a54e62e1ed476bfb20e1b,Ranking stability and super-stable nodes in complex networks.,182,"['Gourab Ghoshal', 'A. Barabási']","['1745069', '2408791']",2a005868b79511cf8c924cd5990e2497527a0527,2,True
52,115,7861,a34f8d05e44966a5fa2a8bdcf553d3533f1851d8,Reconstructing propagation networks with natural diversity and identifying hidden sources,177,"['Zhesi Shen', 'Wen-Xu Wang', 'Ying Fan', 'Z. Di', 'Y. Lai']","['3750883', '144769611', '1726681', '3331020', '2144327954']",2a005868b79511cf8c924cd5990e2497527a0527,5,True
53,118,7486,5efb2cd71f9161aff8bf94543d23f697c6055878,"Community Detection in Temporal Multilayer Networks, with an Application to Correlation Networks",175,"['Marya Bazzi', 'M. Porter', 'Stacy Williams', 'M. McDonald', 'Daniel J. Fenn', 'S. Howison']","['2554498', '144692215', '153190741', '2358282', '3058607', '22390456']",2a005868b79511cf8c924cd5990e2497527a0527,6,True
54,119,6423,8f829429b0e31cf0b21315d7a3e71998f2ce29fa,Analysis of Network Clustering Algorithms and Cluster Quality Metrics at Scale,175,"['Scott Emmons', 'S. Kobourov', 'Mike Gallant', 'K. Börner']","['2066663671', '1700149', '2061455874', '9374807']",2a005868b79511cf8c924cd5990e2497527a0527,4,True
55,120,9718,d8ad1e906c34a403e6507ace9427bc2bcd53d734,A Network Analysis of Countries’ Export Flows: Firm Grounds for the Building Blocks of the Economy,172,"['G. Caldarelli', 'M. Cristelli', 'A. Gabrielli', 'L. Pietronero', 'Antonio Scala', 'A. Tacchella']","['32737144', '1801346', '152654661', '1712423', '143604617', '35094795']",2a005868b79511cf8c924cd5990e2497527a0527,6,True
56,122,5574,e8858c9f746239812b1512356ee9478158b9118a,Bayesian Stochastic Blockmodeling,170,['Tiago P. Peixoto'],['2101664'],2a005868b79511cf8c924cd5990e2497527a0527,1,True
58,127,6482,4a2d8bee8626dc9f32c60999c34b0e62b932c807,Combining complex networks and data mining: why and how,163,"['M. Zanin', 'D. Papo', 'Pedro A. C. Sousa', 'Ernestina Menasalvas Ruiz', 'A. Nicchi', 'E. Kubik', 'S. Boccaletti']","['10222217', '2857771', '1800889', '1681095', '1928935', '10237751', '2111707474']",2a005868b79511cf8c924cd5990e2497527a0527,7,True
59,135,4783,90dcd1bbc08f15588c6b0dd00e7fc8da1eb2ec28,Fundamentals of spreading processes in single and multilayer complex networks,157,"['G. F. de Arruda', 'F. Rodrigues', 'Y. Moreno']","['143634219', '117885595', '2224467']",2a005868b79511cf8c924cd5990e2497527a0527,3,True
60,139,8050,ece3415624786dca6574ef84a75f40b3d86c03b8,Detecting criminal organizations in mobile phone networks,155,"['Emilio Ferrara', 'P. D. Meo', 'Salvatore Catanese', 'G. Fiumara']","['48898287', '1709372', '1777572', '3354636']",2a005868b79511cf8c924cd5990e2497527a0527,4,True
61,147,6059,94199706aedae154c9961ea6438739afa39e02d9,Nonparametric Bayesian inference of the microcanonical stochastic block model.,150,['Tiago P. Peixoto'],['2101664'],2a005868b79511cf8c924cd5990e2497527a0527,1,True
62,151,9690,00ec0923a12e6ee12591ab8c1ce941b540e419a8,Tag-Aware Recommender Systems: A State-of-the-Art Survey,149,"['Zi-Ke Zhang', 'Tao Zhou', 'Yi-Cheng Zhang']","['2267331369', '2116461669', '145140737']",2a005868b79511cf8c924cd5990e2497527a0527,3,True
63,156,7605,090f394df0cf051c78907aaaaa8bca9bd2e5d29d,Overlapping Communities Explain Core–Periphery Organization of Networks,147,"['Jaewon Yang', 'J. Leskovec']","['32073252', '1702139']",2a005868b79511cf8c924cd5990e2497527a0527,2,True
64,158,6357,4a8cd5b5d6bbffad273b5403851facca4e7b65a0,Scalable Motif-aware Graph Clustering,144,"['Charalampos E. Tsourakakis', 'J. Pachocki', 'M. Mitzenmacher']","['2023899', '1745699', '2713380']",2a005868b79511cf8c924cd5990e2497527a0527,3,True
65,163,9493,14815c67e4d215acf9558950e2762759229fe277,Beyond 'Caveman Communities': Hubs and Spokes for Graph Compression and Mining,141,"['U. Kang', 'C. Faloutsos']","['1702392', '23987228']",2a005868b79511cf8c924cd5990e2497527a0527,2,True
66,165,7547,1a4edf228e648b54fab3f25df82817cfd0a5bb42,SlashBurn: Graph Compression and Mining beyond Caveman Communities,141,"['Yongsub Lim', 'U. Kang', 'C. Faloutsos']","['1702392', '1679091', '23987228']",2a005868b79511cf8c924cd5990e2497527a0527,3,True
67,168,9365,2df80b670fd64989c898e04cdb538ec0f7097f2e,The Impact of Imitation on Vaccination Behavior in Social Contact Networks,140,"['M. Mbah', 'J. Liu', 'C. Bauch', 'Yonas I. Tekel', 'J. Medlock', 'L. Meyers', 'A. Galvani']","['2767593', '48211835', '2703444', '3104294', '2736592', '2982365', '2026318']",2a005868b79511cf8c924cd5990e2497527a0527,7,True
68,172,9644,0ada047aad7032013068f067eda944c032202426,Cascaded failures in weighted networks.,139,"['Baharan Mirzasoleiman', 'Mahmoudreza Babaei', 'M. Jalili', 'M. Safari']","['2129935', '145483397', '2389094', '1818176']",2a005868b79511cf8c924cd5990e2497527a0527,4,True
70,177,5364,3ca3068d1c4ca7aa3c3adf8669802c3a1b747e57,Network analysis of particles and grains,136,"['Lia Papadopoulos', 'M. Porter', 'K. Daniels', 'D. Bassett']","['2264281', '2554498', '3096442', '49362968']",2a005868b79511cf8c924cd5990e2497527a0527,4,True
71,179,8807,8e696c74e7c02070cb2862578f3ab201c6e679aa,Mixing local and global information for community detection in large networks,135,"['P. D. Meo', 'Emilio Ferrara', 'G. Fiumara', 'A. Provetti']","['1785816', '48898287', '1709372', '1777572']",2a005868b79511cf8c924cd5990e2497527a0527,4,True
72,180,6626,2d36c15c0c391be4e687de2330bd905badb5a92b,Establishing a link between sex-related differences in the structural connectome and behaviour,135,"['B. Tunç', 'Berkan Solmaz', 'D. Parker', 'T. Satterthwaite', 'M. Elliott', 'M. Calkins', 'K. Ruparel', 'R. Gur', 'R. Gur', 'R. Verma']","['144762538', '1837911', '39821158', '2406788', '145457626', '1761626', '2827750', '2023951', '2213003', '50127100']",2a005868b79511cf8c924cd5990e2497527a0527,10,True
73,187,3917,6ff59b3ebc567d507ff27b3ce685c201373328dd,Network Medicine in the Age of Biomedical Big Data,129,"['Abhijeet R. Sonawane', 'S. Weiss', 'Kimberly Glass', 'Amitabh Sharma']","['48954976', '2169681262', '144157502', '40392857']",2a005868b79511cf8c924cd5990e2497527a0527,4,True
74,189,9527,c1bea7d028c68212554b163f90d5d78065b2e6f1,Non-Negative Residual Matrix Factorization with Application to Graph Anomaly Detection,129,"['Hanghang Tong', 'Ching-Yung Lin']","['1689953', '8163721']",2a005868b79511cf8c924cd5990e2497527a0527,2,True
75,190,6447,81bf82198d038a6c46fa2ff94e6de276b3f39b8a,Estimating the number of communities in a network,128,"['M. Newman', 'G. Reinert']","['2666765', '152618356']",2a005868b79511cf8c924cd5990e2497527a0527,2,True
76,195,9273,62ef12c36364ab8eaa740ec64d89dbfa1a282c03,A Novel Measure of Edge Centrality in Social Networks,126,"['P. D. Meo', 'Emilio Ferrara', 'G. Fiumara', 'A. Ricciardello']","['48898287', '1709372', '1777572', '2266798']",2a005868b79511cf8c924cd5990e2497527a0527,4,True
77,201,4950,eeabd28948cd27434cce67e2fdb9d0aa43812f00,"Power laws, Pareto distributions and Zipf's law",5361,['M. Newman'],['152618356'],525199d30a5a975fb32e7944924c82b584fea1d0,1,True
78,203,4916,db04bb965705706a844c7ac496f79a25842408e8,Complex networks: Structure and dynamics,5058,"['S. Boccaletti', 'V. Latora', 'Y. Moreno', 'M. Chavez', 'D. Hwang']","['49222971', '120601756', '1795135', '143634219', '1928935']",525199d30a5a975fb32e7944924c82b584fea1d0,5,True
79,204,5185,8886371eeec632b29b445975a18be21b46a8f8f8,Epidemic spreading in scale-free networks.,5038,"['R. Pastor-Satorras', 'Alessandro Vespignani']","['1690690', '1397426946']",525199d30a5a975fb32e7944924c82b584fea1d0,2,True
80,205,5186,d1c5900f63f06a17d9f549f0a44037b758499bc8,The large-scale organization of metabolic networks,4852,"['Hawoong Jeong', 'B. Tombor', 'Réka Albert', 'Z. Oltvai', 'A. Barabási']","['2243296556', '1745069', '2248117458', '3778454', '1771506']",525199d30a5a975fb32e7944924c82b584fea1d0,5,True
